Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,0.151134469194203,0.24693343471564,Poor
log.sigma.4.0.mm.3D_glszm_ZoneEntropy,0.645758059303778,0.0004694014778062,Poor
log.sigma.4.0.mm.3D_glszm_ZonePercentage,0.798489686701988,2.74107271840319e-06,Good
log.sigma.4.0.mm.3D_glszm_ZoneVariance,0.673599365501282,0.000229972077602,Poor
log.sigma.4.0.mm.3D_gldm_DependenceEntropy,0.813207407889583,1.3293087618661e-06,Good
log.sigma.4.0.mm.3D_gldm_DependenceNonUniformityNormalized,0.848449818422887,1.75787978022881e-07,Good
log.sigma.4.0.mm.3D_gldm_DependenceVariance,0.855475621820413,1.10487736038318e-07,Good
log.sigma.4.0.mm.3D_gldm_GrayLevelVariance,0.675457384205973,0.0002186991894008,Poor
log.sigma.4.0.mm.3D_gldm_HighGrayLevelEmphasis,0.637200041621348,0.000576452341521,Poor
log.sigma.4.0.mm.3D_gldm_LargeDependenceEmphasis,0.861285244890356,7.38611216446256e-08,Good
log.sigma.4.0.mm.3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.84661311301766,1.97719979330997e-07,Good
log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.055408577837523,0.596470582066574,Poor
log.sigma.4.0.mm.3D_gldm_LowGrayLevelEmphasis,0.250539709314918,0.12620531285888,Poor
log.sigma.4.0.mm.3D_gldm_SmallDependenceEmphasis,0.791370919398034,3.80984316791868e-06,Good
log.sigma.4.0.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.495833266355268,0.008438081273594,Poor
log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.362163538659037,0.045943962158105,Poor
log.sigma.4.0.mm.3D_ngtdm_Complexity,0.77024364464019,9.44122458554809e-06,Good
log.sigma.4.0.mm.3D_ngtdm_Contrast,0.734750595316576,3.56725833615418e-05,Poor
log.sigma.5.0.mm.3D_firstorder_10Percentile,0.924093140363806,1.7748603467566002e-10,Excellent
log.sigma.5.0.mm.3D_firstorder_90Percentile,0.70702435965983,8.79339764615389e-05,Poor
log.sigma.5.0.mm.3D_firstorder_Entropy,0.526700870295678,0.0051648574691831,Poor
log.sigma.5.0.mm.3D_firstorder_InterquartileRange,0.845691702482571,2.09612857717791e-07,Good
log.sigma.5.0.mm.3D_firstorder_Kurtosis,0.840204070209167,2.94564289393484e-07,Good
log.sigma.5.0.mm.3D_firstorder_Maximum,0.677602625455759,0.0002062789253986,Poor
log.sigma.5.0.mm.3D_firstorder_MeanAbsoluteDeviation,0.796915913779496,2.95128543570242e-06,Good
log.sigma.5.0.mm.3D_firstorder_Mean,0.89889922849783,3.19401983947922e-09,Good
log.sigma.5.0.mm.3D_firstorder_Median,0.920817395586418,2.72345320532449e-10,Excellent
log.sigma.5.0.mm.3D_firstorder_Minimum,0.518608645765506,0.0058995981457587,Poor
log.sigma.5.0.mm.3D_firstorder_Range,0.657053975908158,0.0003544672190458,Poor
log.sigma.5.0.mm.3D_firstorder_RobustMeanAbsoluteDeviation,0.832190471899244,4.7352570560199e-07,Good
log.sigma.5.0.mm.3D_firstorder_RootMeanSquared,0.898854409399988,3.2082344782471202e-09,Good
log.sigma.5.0.mm.3D_firstorder_Skewness,0.858524609466559,8.96366906668899e-08,Good
log.sigma.5.0.mm.3D_firstorder_Uniformity,0.620213892368373,0.0008515874973385,Poor
log.sigma.5.0.mm.3D_firstorder_Variance,0.745910927578462,2.40374084948575e-05,Poor
log.sigma.5.0.mm.3D_glcm_Autocorrelation,0.452709624022061,0.0156359415928337,Poor
log.sigma.5.0.mm.3D_glcm_ClusterProminence,0.668754531253727,0.0002617494466745,Poor
log.sigma.5.0.mm.3D_glcm_ClusterShade,0.863028908473982,6.52208464154629e-08,Good
log.sigma.5.0.mm.3D_glcm_ClusterTendency,0.504722934449786,0.00735869663063,Poor
log.sigma.5.0.mm.3D_glcm_Contrast,0.661534609634232,0.0003160889297216,Poor
log.sigma.5.0.mm.3D_glcm_Correlation,0.869114402703618,4.16757305486132e-08,Good
log.sigma.5.0.mm.3D_glcm_DifferenceAverage,0.682142905937638,0.000181982609764,Poor
log.sigma.5.0.mm.3D_glcm_DifferenceEntropy,0.694173508112592,0.0001291668633275,Poor
log.sigma.5.0.mm.3D_glcm_DifferenceVariance,0.713007584031902,7.30137612706182e-05,Poor
log.sigma.5.0.mm.3D_glcm_Id,0.73170270118738,3.96008159668501e-05,Poor
log.sigma.5.0.mm.3D_glcm_Idm,0.742051445701716,2.76151677738654e-05,Poor
log.sigma.5.0.mm.3D_glcm_Idmn,0.665824870548723,0.000282741924775,Poor
log.sigma.5.0.mm.3D_glcm_Idn,0.68691506463718,0.0001591478778777,Poor
log.sigma.5.0.mm.3D_glcm_Imc1,0.733552313370639,3.7174378786633e-05,Poor
log.sigma.5.0.mm.3D_glcm_Imc2,0.782042011406723,5.75747173503941e-06,Good
log.sigma.5.0.mm.3D_glcm_InverseVariance,0.708785855197152,8.32889504206238e-05,Poor
log.sigma.5.0.mm.3D_glcm_JointAverage,0.399452248167799,0.0304360718537867,Poor
log.sigma.5.0.mm.3D_glcm_JointEnergy,0.712516422898072,7.41495372888982e-05,Poor
log.sigma.5.0.mm.3D_glcm_JointEntropy,0.617279265010104,0.0009089305325736,Poor
